,make,model
1074,mitsubishi,montero
1075,mitsubishi,montero sport
1076,mitsubishi,outlander
1077,mitsubishi,outlander phev
1078,mitsubishi,outlander sport
1079,mitsubishi,precis
1080,mitsubishi,raider double cab
1081,mitsubishi,raider extended cab
1082,nissan,200sx
1083,nissan,240sx
1084,nissan,300zx
1085,nissan,350z
1086,nissan,370z
1087,nissan,altima
1088,nissan,ariya
1089,nissan,armada
1090,nissan,cube
1091,nissan,frontier crew cab
1092,nissan,frontier king cab
1093,nissan,frontier regular cab
1094,nissan,gt-r
1095,nissan,juke
1096,nissan,kicks
1097,nissan,king cab
1098,nissan,leaf
1099,nissan,maxima
1100,nissan,murano
1101,nissan,nv1500 cargo
1102,nissan,nv200
1103,nissan,nv200 taxi
1104,nissan,nv2500 hd cargo
1105,nissan,nv3500 hd cargo
1106,nissan,nv3500 hd passenger
1107,nissan,nx
1108,nissan,pathfinder
1109,nissan,pathfinder armada
1110,nissan,quest
1111,nissan,regular cab
1112,nissan,rogue
1113,nissan,rogue select
1114,nissan,rogue sport
1115,nissan,sentra
1116,nissan,stanza
1117,nissan,titan crew cab
1118,nissan,titan king cab
1119,nissan,titan single cab
1120,nissan,titan xd crew cab
1121,nissan,titan xd king cab
1122,nissan,titan xd single cab
1123,nissan,versa
1124,nissan,versa note
1125,nissan,xterra
1126,nissan,z
1127,oldsmobile,88
1128,oldsmobile,98
1129,oldsmobile,achieva
1130,oldsmobile,alero
1131,oldsmobile,aurora
1132,oldsmobile,bravada
1133,oldsmobile,ciera
1134,oldsmobile,custom cruiser
1135,oldsmobile,cutlass
1136,oldsmobile,cutlass ciera
1137,oldsmobile,cutlass cruiser
1138,oldsmobile,cutlass supreme
1139,oldsmobile,intrigue
1140,oldsmobile,lss
1141,oldsmobile,regency
1142,oldsmobile,silhouette
1143,oldsmobile,toronado
1144,panoz,esperante
1145,plymouth,acclaim
1146,plymouth,breeze
1147,plymouth,colt
1148,plymouth,colt vista
1149,plymouth,grand voyager
1150,plymouth,laser
1151,plymouth,neon
1152,plymouth,prowler
1153,plymouth,sundance
1154,plymouth,voyager
1155,polestar,1
1156,polestar,2
1157,pontiac,aztek
1158,pontiac,bonneville
1159,pontiac,firebird
1160,pontiac,g3
1161,pontiac,g5
1162,pontiac,g6
1163,pontiac,g6 (2009.5)
1164,pontiac,g8
1165,pontiac,grand am
1166,pontiac,grand prix
1167,pontiac,gto
1168,pontiac,lemans
1169,pontiac,montana
1170,pontiac,montana sv6
1171,pontiac,solstice
1172,pontiac,sunbird
1173,pontiac,sunfire
1174,pontiac,torrent
1175,pontiac,trans sport
1176,pontiac,vibe
1177,porsche,718 boxster
1178,porsche,718 cayman
1179,porsche,718 spyder
1180,porsche,911
1181,porsche,918 spyder
1182,porsche,928
1183,porsche,968
1184,porsche,boxster
1185,porsche,carrera gt
1186,porsche,cayenne
1187,porsche,cayenne coupe
1188,porsche,cayman
1189,porsche,macan
1190,porsche,panamera
1191,porsche,taycan
1192,porsche,taycan cross turismo
1193,porsche,taycan sport turismo
1194,ram,1500 classic crew cab
1195,ram,1500 classic quad cab
1196,ram,1500 classic regular cab
1197,ram,1500 crew cab
1198,ram,1500 quad cab
1199,ram,1500 regular cab
1200,ram,2500 crew cab
1201,ram,2500 mega cab
1202,ram,2500 regular cab
1203,ram,3500 crew cab
1204,ram,3500 mega cab
1205,ram,3500 regular cab
1206,ram,c/v
1207,ram,c/v tradesman
1208,ram,dakota crew cab
1209,ram,dakota extended cab
1210,ram,promaster 1500 cargo
1211,ram,promaster 2500 cargo
1212,ram,promaster 3500 cargo
1213,ram,promaster cargo van
1214,ram,promaster city
1215,ram,promaster window van
1216,rivian,r1s
1217,rivian,r1t
1218,rolls-royce,cullinan
1219,rolls-royce,dawn
1220,rolls-royce,ghost
1221,rolls-royce,phantom
1222,rolls-royce,wraith
1223,saab,9-2x
1224,saab,9-3
1225,saab,9-4x
1226,saab,9-5
1227,saab,9-7x
1228,saab,900
1229,saab,9000
1230,saturn,astra
1231,saturn,aura
1232,saturn,ion
1233,saturn,l-series
1234,saturn,outlook
1235,saturn,relay
1236,saturn,s-series
1237,saturn,sky
1238,saturn,vue
1239,scion,fr-s
1240,scion,ia
1241,scion,im
1242,scion,iq
1243,scion,tc
1244,scion,xa
1245,scion,xb
1246,scion,xd
1247,smart,fortwo
1248,smart,fortwo cabrio
1249,smart,fortwo electric drive
1250,smart,fortwo electric drive cabrio
1251,smart,fortwo eq cabrio
1252,smart,fortwo eq coupe
1253,srt,viper
1254,subaru,ascent
1255,subaru,b9 tribeca
1256,subaru,baja
1257,subaru,brz
1258,subaru,crosstrek
1259,subaru,forester
1260,subaru,impreza
1261,subaru,justy
1262,subaru,legacy
1263,subaru,loyale
1264,subaru,outback
1265,subaru,svx
1266,subaru,tribeca
1267,subaru,wrx
1268,subaru,xv crosstrek
1269,suzuki,aerio
1270,suzuki,equator crew cab
1271,suzuki,equator extended cab
1272,suzuki,esteem
1273,suzuki,forenza
1274,suzuki,grand vitara
1275,suzuki,kizashi
1276,suzuki,reno
1277,suzuki,samurai
1278,suzuki,sidekick
1279,suzuki,swift
1280,suzuki,sx4
1281,suzuki,verona
1282,suzuki,vitara
1283,suzuki,x-90
1284,suzuki,xl-7
1285,suzuki,xl7
1286,tesla,model 3
1287,tesla,model s
1288,tesla,model x
1289,tesla,model y
1290,toyota,4runner
1291,toyota,86
1292,toyota,avalon
1293,toyota,avalon hybrid
1294,toyota,bz4x
1295,toyota,c-hr
1296,toyota,camry
1297,toyota,camry hybrid
1298,toyota,celica
1299,toyota,corolla
1300,toyota,corolla cross
1301,toyota,corolla cross hybrid
1302,toyota,corolla hatchback
1303,toyota,corolla hybrid
1304,toyota,corolla im
1305,toyota,cressida
1306,toyota,crown
1307,toyota,echo
1308,toyota,fj cruiser
1309,toyota,gr corolla
1310,toyota,gr supra
1311,toyota,gr86
1312,toyota,grand highlander
1313,toyota,grand highlander hybrid
1314,toyota,highlander
1315,toyota,highlander hybrid
1316,toyota,land cruiser
1317,toyota,matrix
1318,toyota,mirai
1319,toyota,mr2
1320,toyota,paseo
1321,toyota,previa
1322,toyota,prius
1323,toyota,prius c
1324,toyota,prius plug-in hybrid
1325,toyota,prius prime
1326,toyota,prius v
1327,toyota,rav4
1328,toyota,rav4 hybrid
1329,toyota,rav4 prime
1330,toyota,regular cab
1331,toyota,sequoia
1332,toyota,sienna
1333,toyota,solara
1334,toyota,supra
1335,toyota,t100 regular cab
1336,toyota,t100 xtracab
1337,toyota,tacoma access cab
1338,toyota,tacoma double cab
1339,toyota,tacoma regular cab
1340,toyota,tacoma xtracab
1341,toyota,tercel
1342,toyota,tundra access cab
1343,toyota,tundra crewmax
1344,toyota,tundra double cab
1345,toyota,tundra hybrid crewmax
1346,toyota,tundra regular cab
1347,toyota,venza
1348,toyota,xtra cab
1349,toyota,yaris
1350,toyota,yaris hatchback
1351,toyota,yaris ia
1352,volkswagen,arteon
1353,volkswagen,atlas
1354,volkswagen,atlas cross sport
1355,volkswagen,beetle
1356,volkswagen,cabrio
1357,volkswagen,cabrio (new)
1358,volkswagen,cabriolet
1359,volkswagen,cc
1360,volkswagen,corrado
1361,volkswagen,e-golf
1362,volkswagen,eos
1363,volkswagen,eurovan
1364,volkswagen,fox
1365,volkswagen,gli
1366,volkswagen,golf
1367,volkswagen,golf (new)
1368,volkswagen,golf alltrack
1369,volkswagen,golf gti
1370,volkswagen,golf iii
1371,volkswagen,golf r
1372,volkswagen,golf sportwagen
1373,volkswagen,gti
1374,volkswagen,gti (new)
1375,volkswagen,id.4
1376,volkswagen,jetta
1377,volkswagen,jetta (new)
1378,volkswagen,jetta gli
1379,volkswagen,jetta iii
1380,volkswagen,jetta sportwagen
1381,volkswagen,new beetle
1382,volkswagen,passat
1383,volkswagen,passat (new)
1384,volkswagen,phaeton
1385,volkswagen,r32
1386,volkswagen,rabbit
1387,volkswagen,routan
1388,volkswagen,taos
1389,volkswagen,tiguan
1390,volkswagen,tiguan limited
1391,volkswagen,touareg
1392,volkswagen,touareg 2
1393,volvo,240
1394,volvo,740
1395,volvo,850
1396,volvo,940
1397,volvo,960
1398,volvo,c30
1399,volvo,c40 recharge
1400,volvo,c70
1401,volvo,s40
1402,volvo,s40 (new)
1403,volvo,s60
1404,volvo,s70
1405,volvo,s80
1406,volvo,s90
1407,volvo,v40
1408,volvo,v50
1409,volvo,v60
1410,volvo,v70
1411,volvo,v90
1412,volvo,xc40
1413,volvo,xc40 recharge
1414,volvo,xc60
1415,volvo,xc70
1416,volvo,xc90
1438,bmw,3-series
1439,bmw,5-series
1440,bmw,6-series
1441,bmw,4-series
1442,bmw,xdrive
1443,bmw,330i
1444,bmw,alpina
1445,bmw,330ci
1446,bmw,328i
1447,bmw,330c
1448,bmw,335i
1449,bmw,335d
1450,bmw,528i
1451,bmw,535i
1452,bmw,128i
1453,bmw,640i
1454,bmw,3er
1455,bmw,5er
1457,bmw,e90
1460,bmw,bmws
1461,bmw,bmwesque
1463,buick,la crosse
1469,buick,buicks
1473,car,cars
1474,chevrolet,grand blazer
1477,chevrolet,silverado
1478,chevrolet,colorado
1483,chevrolet,captiva
1485,chevrolet,express
1486,chevrolet,lacetti
1487,chevrolet,montana
1488,chevrolet,uplander
1489,chevrolet,orlando
1490,chevrolet,tornado
1502,chevrolet,prisma
1503,chevrolet,tavera
1510,chevrolet,agile
1511,chevrolet,celta
1513,chevrolet,lanos
1514,chevrolet,omega
1515,chevrolet,optra
1524,chevrolet,lova
1525,chevrolet,n200
1526,chevrolet,niva
1527,chevrolet,onix
1528,chevrolet,s-10
1529,chevrolet,sail
1533,chevrolet,chevy
1534,chevrolet,malibus
1537,chrysler,town and country
1538,chrysler,chrysler 300
1539,chrysler,chrysler 200
1541,chrysler,cruiser
1544,chrysler,lx
1545,chrysler,chryslers
1557,dodge,ram
1558,ford,crownvictoria
1560,ford,supervan
1561,ford,freestar
1564,ford,ecoline
1565,ford,tourneo
1566,ford,everest
1570,ford,galaxy
1573,ford,f-150
1574,ford,c-max
1575,ford,s-max
1576,ford,kuga
1577,ford,cmax
1578,ford,f150
1579,ford,fords
1580,ford,fusions
1581,ford,fusionmilan
1584,honda,inspire
1585,honda,mobilio
1587,honda,shuttle
1588,honda,spirior
1589,honda,stepwgn
1590,honda,crider
1592,honda,legend
1594,honda,stream
1595,honda,amaze
1596,honda,hobio
1597,honda,n-box
1598,honda,n-one
1599,honda,n-wgn
1601,honda,vamos
1602,honda,vezel
1603,honda,spike
1604,honda,acty
1605,honda,brio
1606,honda,city
1609,honda,freed
1610,honda,jade
1611,honda,zest
1612,honda,aria
1613,honda,ex-l
1615,honda,jazz
1616,honda,nsx
1617,honda,nbox
1618,honda,exl
1619,honda,fcx
1620,honda,5dr
1621,honda,crv
1624,honda,hondas
1625,honda,accords
1626,honda,odessey
1628,hyndai kia,hyundaikia
1629,hyundai,centennial
1630,hyundai,grandeur
1635,hyundai,tuscani
1636,hyundai,dynasty
1637,hyundai,santamo
1638,hyundai,stellar
1640,hyundai,lantra
1641,hyundai,avante
1642,hyundai,santro
1645,hyundai,matrix
1646,hyundai,lavity
1647,hyundai,verna
1650,hyundai,xcent
1651,hyundai,click
1652,hyundai,atos
1653,hyundai,atoz
1654,hyundai,ix20
1655,hyundai,getz
1656,hyundai,pony
1657,hyundai,i10
1658,hyundai,i20
1659,hyundai,i30
1660,hyundai,i40
1661,hyundai,i45
1662,hyundai,xg
1663,hyundai,santa
1664,hyundai,sonatas
1665,hyundai,hyundais
1667,"hyundai,","excel,"
1668,hyundai.,excel.
1672,infiniti,fx35
1676,infiniti,g37
1677,infiniti,g35
1678,infiniti,g25
1679,infiniti,6mt
1680,infiniti,g35x
1686,kia,koup
1688,kia,kias
1690,"kia,",optima
1691,kia.,optima
1700,lexus,es300
1701,lexus,is350
1702,mazda,az-offroad
1703,mazda,az-wagon
1704,mazda,familia
1705,mazda,premacy
1706,mazda,biante
1707,mazda,carol
1708,mazda,scrum
1712,mazda,atenza
1714,mazda,mazda8
1715,mazda,bongo
1716,mazda,demio
1717,mazda,axela
1720,mazda,bt-50
1722,mazda,mx-5
1725,mazda,6i
1726,mazda,cx9
1727,mazda,cx5
1728,mazda,rx8
1729,mazda,mazdas
1730,mazda,mazda6s
1731,mazda,mazda6i
1732,mercedes,mercedes-benz
1733,mercedes,benz
1734,mercedes,cl-class
1735,mercedes,c-class
1736,mercedes,e-class
1737,mercedes,s-class
1738,mercedes,mercedesbenz
1739,mercedes benz,mercedes
1740,mercedes-benz,mercedes
1742,mercury,mercury
1746,nissan,frontier
1755,nissan,titan
1760,nissan,altimas
1761,nissan,nissans
1762,nissan.,quest.
1763,nissan.,"quest,"
1764,pontiac,streamliner
1768,pontiac,torpedo
1771,pontiac,wave
1773,pontiac,gxp
1777,pontiac,g4
1781,problem,problems
1783,seat,seats
1784,sedan,sedans
1785,subaru,outback sport
1786,subaru,grand wagon
1787,subaru,impreza xv
1789,subaru,lancaster
1793,subaru,liberty
1795,subaru,gravel
1797,subaru,sambar
1798,subaru,stella
1799,subaru,exiga
1800,subaru,pleo
1803,subaru,dex
1804,subaru,r1
1805,subaru,r2
1806,suzuki,every landy
1807,suzuki,cappuccino
1808,suzuki,mighty boy
1809,suzuki,geo metro
1810,suzuki,mr wagon
1811,suzuki,palette
1812,suzuki,wagon r
1814,suzuki,equator
1815,suzuki,splash
1816,suzuki,ertiga
1817,suzuki,cultus
1819,suzuki,fronte
1820,suzuki,escudo
1821,suzuki,lapin
1822,suzuki,solio
1824,suzuki,landy
1825,suzuki,jimny
1827,suzuki,liana
1828,suzuki,cervo
1829,suzuki,forsa
1830,suzuki,ignis
1834,suzuki,apv
1835,toyata,camrybest
1836,toyota,corolla/sprinter
1837,toyota,urban cruiser
1841,toyota,hilux surf
1842,toyota,fortuner
1843,toyota,stallion
1844,toyota,vanguard
1846,toyota,alphard
1847,toyota,avensis
1848,toyota,century
1849,toyota,coaster
1850,toyota,comfort
1851,toyota,granvia
1852,toyota,liteace
1853,toyota,scepter
1855,toyota,succeed
1856,toyota,townace
1857,toyota,toyoace
1858,toyota,venture
1859,toyota,allion
1860,toyota,aurion
1862,toyota,avanza
1863,toyota,condor
1864,toyota,fiedler
1865,toyota,majesta
1866,toyota,estima
1867,toyota,hiclass
1868,toyota,innova
1869,toyota,kijang
1870,toyota,kingdom
1871,toyota,kluger
1873,toyota,miniace
1874,toyota,picnic
1875,toyota,premio
1876,toyota,probox
1877,toyota,qualis
1878,toyota,ractis
1880,toyota,sienta
1881,toyota,sparky
1882,toyota,tacoma
1883,toyota,tamaraw
1884,toyota,tarago
1885,toyota,tundra
1886,toyota,vienta
1887,toyota,auris
1888,toyota,belta
1890,toyota,carri
1891,toyota,rumion
1892,toyota,etios
1893,toyota,hilux
1894,toyota,hiace
1895,toyota,mark x
1896,toyota,passo
1897,toyota,porte
1899,toyota,sofia
1900,toyota,tiara
1902,toyota,verso
1904,toyota,zelas
1905,toyota,aygo
1906,toyota,cami
1907,toyota,dyna
1908,toyota,isis
1909,toyota,nadia
1910,toyota,noah
1911,toyota,raum
1913,toyota,reiz
1914,toyota,vios
1915,toyota,voxy
1916,toyota,platz
1917,toyota,axio
1918,toyota,ist
1919,toyota,sai
1920,toyota,vitz
1922,toyota,bb
1923,toyota,iq
1924,toyota,zio
1928,toyota,camrys
1932,toyota,toyotas
1934,volkswagen,sportwagen
1935,volkswagen,touraeg
1944,volkswagen,volkwagen
1945,volkswagen,vw
1946,volkswagen,vws
1947,volkswagen,passats
1948,volkwagen,passat
